,,,MIS  ,,CO,,,
ISIN,Symbol,BSE Symbol,Var+ ELM+Adhoc margin,MIS Margin(%),MIS Multiplier,CO Margin(%),CO Upper Trigger,CO Multiplier
ISIN,Symbol,Not listed in BSE,#N/A,#N/A,#N/A,#N/A,#N/A,
INE633B01018,POLYPLEX,524051,17.92,20.00,5,20.00,10,
INE511C01022,POONAWALLA,524000,18.37,20.00,5,20.00,10,
INE752E01010,POWERGRID,532898,12.50,20.00,5,20.00,10,
INE921L01032,POWERICA,544744,15.01,20.00,5,20.00,10,
INE07Y701011,POWERINDIA,543187,23.13,20.00,5,20.00,10,
INE211R01019,POWERMECH,539302,20.10,20.00,5,20.00,10,
INE0DK501011,PPLPHARMA,543635,18.49,20.00,5,20.00,10,
INE0I0M01023,PRABHA,544379,18.76,20.00,5,20.00,10,
INE074A01025,PRAJIND,522205,19.67,20.00,5,20.00,10,
INE603A01013,PRAKASH,506022,20.39,20.00,5,20.00,10,
INE722B01019,PRAVEG,531637,25.90,20.00,5,20.00,10,
INE484I01029,PRECAM,539636,24.55,20.00,5,20.00,10,
INE372C01037,PRECWIRE,523539,25.75,20.00,5,20.00,10,
INE863B01029,PREMEXPLN,526247,28.60,20.00,5,20.00,10,
INE0BS701011,PREMIERENE,544238,18.24,20.00,5,20.00,10,
INE309M01020,PREMIERPOL,514354,27.00,20.00,5,20.00,10,
INE811K01011,PRESTIGE,533274,18.44,20.00,5,20.00,10,
INE726V01018,PRICOLLTD,540293,18.80,20.00,5,20.00,10,
INE689W01016,PRINCEPIPE,542907,18.93,20.00,5,20.00,10,
INE959A01019,PRIVISCL,530117,18.35,20.00,5,20.00,10,
INE0BX301013,PROSTARM,544410,21.77,20.00,5,20.00,10,
INE004A01022,PROTEAN,544021,22.71,20.00,5,20.00,10,
INE010A01011,PRSMJOHNSN,500338,17.57,20.00,5,20.00,10,
INE00F201020,PRUDENT,543527,20.48,20.00,5,20.00,10,
INE608A01012,PSB,533295,18.55,20.00,5,20.00,10,
INE488V01015,PSPPROJECT,540544,21.53,20.00,5,20.00,10,
INF174KA1A86,PSUBANK,590107,13.58,20.00,5,20.00,10,
INF740KA1SY9,PSUBANKADD,543948,13.22,20.00,5,20.00,10,
INF204KB16I7,PSUBNKBEES,590108,13.41,20.00,5,20.00,10,
INF109KC10S8,PSUBNKIETF,543819,13.03,20.00,5,20.00,10,
INE877F01012,PTC,532524,17.98,20.00,5,20.00,10,
INE596F01018,PTCIL,539006,19.22,20.00,5,20.00,10,
INE277B01014,PUNJABCHEM,506618,21.49,20.00,5,20.00,10,
INE323I01011,PURVA,532891,23.16,20.00,5,20.00,10,
INE191H01014,PVRINOX,532689,15.38,20.00,5,20.00,10,
INF109KC18U7,PVTBANIETF,542758,12.50,20.00,5,20.00,10,
INF740KA1TA7,PVTBANKADD,543949,12.50,20.00,5,20.00,10,
INE0LP301011,PWL,544609,20.05,20.00,5,20.00,10,
INE0MIS01010,PYRAMID,543969,20.68,20.00,5,20.00,10,
INF082J01408,QGOLDHALF,590099,14.30,20.00,5,20.00,10,
INE0LRY01011,QUADFUTURE,544336,26.50,20.00,5,20.00,10,
INE615P01015,QUESS,539978,18.48,20.00,5,20.00,10,
INE704B01017,RACLGEAR,520073,25.27,20.00,5,20.00,10,
INE583V01021,RADHIKAJWE,540125,23.48,20.00,5,20.00,10,
INE944F01028,RADICO,532497,16.74,20.00,5,20.00,10,
INE0DD101019,RAILTEL,543265,21.38,20.00,5,20.00,10,
INE855B01025,RAIN,500339,24.38,20.00,5,20.00,10,
INE961O01016,RAINBOW,543524,13.96,20.00,5,20.00,10,
INE451D01029,RAJRATAN,517522,22.46,20.00,5,20.00,10,
INE613A01020,RALLIS,500355,18.23,20.00,5,20.00,10,
INE1SJO01012,RAMBHAJO,544803,12.50,20.00,5,20.00,10,
INE331A01037,RAMCOCEM,500260,14.00,20.00,5,20.00,10,
INE614A01028,RAMCOIND,532369,20.43,20.00,5,20.00,10,
INE874I01013,RAMKY,533262,19.68,20.00,5,20.00,10,
INE207E01023,RAMRAT,522281,21.03,20.00,5,20.00,10,
INE384A01010,RANEHOLDIN,505800,20.43,20.00,5,20.00,10,
INE0CLI01024,RATEGAIN,543417,21.12,20.00,5,20.00,10,
INE703B01027,RATNAMANI,520111,19.50,20.00,5,20.00,10,
INE05CZ01011,RATNAVEER,543978,23.98,20.00,5,20.00,10,
INE301A01014,RAYMOND,500330,22.60,20.00,5,20.00,10,
INE02ID01020,RAYMONDLSL,544240,20.40,20.00,5,20.00,10,
INE1SY401010,RAYMONDREL,544420,24.16,20.00,5,20.00,10,
INE07T201019,RBA,543248,18.87,20.00,5,20.00,10,
INE976G01028,RBLBANK,540065,17.37,20.00,5,20.00,10,
INE0PEQ01016,RBZJEWEL,544060,21.85,20.00,5,20.00,10,
INE027A01015,RCF,524230,18.54,20.00,5,20.00,10,
INE020B01018,RECLTD,532955,16.57,20.00,5,20.00,10,
INE891D01026,REDINGTON,532805,22.72,20.00,5,20.00,10,
INE0LXT01019,REDTAPE,543957,18.91,20.00,5,20.00,10,
INE056I01025,REFEX,532884,25.23,20.00,5,20.00,10,
INE131B01039,RELAXO,530517,21.35,20.00,5,20.00,10,
INE002A01018,RELIANCE,500325,12.50,20.00,5,20.00,10,
INE621H01010,RELIGARE,532915,19.60,20.00,5,20.00,10,
INE206N01018,RELTD,504341,25.44,20.00,5,20.00,10,
INE519N01014,REMAGNET,526570,23.15,20.00,5,20.00,10,
INE087H01022,RENUKA,532670,17.63,20.00,5,20.00,10,
INE612J01015,REPCOHOME,535322,16.97,20.00,5,20.00,10,
INE688D01026,RESPONIND,505509,24.09,20.00,5,20.00,10,
INE722H01024,RGL,532923,25.04,20.00,5,20.00,10,
INE0KKN01029,RHETAN,543590,21.87,20.00,5,20.00,10,
INE743M01012,RHIM,534076,19.78,20.00,5,20.00,10,
INE209B01025,RICOAUTO,520008,26.57,20.00,5,20.00,10,
INE046A01015,RIIL,523445,18.51,20.00,5,20.00,10,
INE302D01024,RIR,517035,25.34,20.00,5,20.00,10,
INE0N2P01017,RISHABH,543977,24.43,20.00,5,20.00,10,
INE01EG01016,RITCO,542383,21.51,20.00,5,20.00,10,
INE320J01015,RITES,541556,19.53,20.00,5,20.00,10,
INE399G01023,RKFORGE,532527,18.91,20.00,5,20.00,10,
INE655V01019,RMC,540358,29.57,20.00,5,20.00,10,
INE050H01012,RML,532661,21.34,20.00,5,20.00,10,
INE645S01024,ROLEXRINGS,543325,19.73,20.00,5,20.00,10,
INE02A801020,ROSSARI,543213,17.52,20.00,5,20.00,10,
INE0OJW01016,ROSSTECH,544294,27.77,20.00,5,20.00,10,
INE535D01037,ROTO,517500,22.24,20.00,5,20.00,10,
INE450U01017,ROUTE,543228,18.19,20.00,5,20.00,10,
INE912T01018,RPEL,539837,23.01,20.00,5,20.00,10,
INE105J01010,RPGLIFE,532983,20.08,20.00,5,20.00,10,
INE614G01033,RPOWER,532939,24.44,20.00,5,20.00,10,
INE425Y01011,RPSGVENT,542333,23.67,20.00,5,20.00,10,
INE0J1F01024,RPTECH,544119,20.91,20.00,5,20.00,10,
INE777K01022,RRKABEL,543981,19.50,20.00,5,20.00,10,
INE313L01016,RSL,544731,12.50,20.00,5,20.00,10,
INE411H01032,RSYSTEMS,532735,21.97,20.00,5,20.00,10,
INE834M01019,RTNINDIA,534597,22.94,20.00,5,20.00,10,
INE399K01017,RTNPOWER,533122,20.12,20.00,5,20.00,10,
INE506V01022,RUBICON,544578,18.23,20.00,5,20.00,10,
INE895B01021,RUPA,533552,18.36,20.00,5,20.00,10,
INE573K01025,RUSHIL,533470,24.58,20.00,5,20.00,10,
INE263M01029,RUSTOMJEE,543669,16.85,20.00,5,20.00,10,
INE415G01027,RVNL,542649,19.71,20.00,5,20.00,10,
INE13B501022,SAATVIKGL,544526,17.27,20.00,5,20.00,10,
INE429E01023,SAFARI,523025,18.01,20.00,5,20.00,10,
INE229C01021,SAGCEM,502090,17.70,20.00,5,20.00,10,
INE0W2G01015,SAGILITY,544282,18.14,20.00,5,20.00,10,
INE114A01011,SAIL,500113,18.36,20.00,5,20.00,10,
INE570L01029,SAILIFE,544306,17.43,20.00,5,20.00,10,
INE0H9F01037,SAIPARENT,544742,12.50,20.00,5,20.00,10,
INE732S01012,SAKAR,200519,24.47,20.00,5,20.00,10,
INE667G01023,SAKSOFT,590051,25.24,20.00,5,20.00,10,
INE170V01027,SALASAR,540642,23.40,20.00,5,20.00,10,
INE658G01014,SALSTEEL,532604,25.23,20.00,5,20.00,10,
INE457F01013,SALZERELEC,517059,23.82,20.00,5,20.00,10,
INE12NJ01018,SAMBHV,544430,19.14,20.00,5,20.00,10,
INE08U801020,SAMHI,543984,19.22,20.00,5,20.00,10,
INE148I01020,SAMMAANCAP,535789,20.70,20.00,5,20.00,10,
INE0JPD01013,SANATHAN,544314,16.50,20.00,5,20.00,10,
INE278H01035,SANDHAR,541163,21.50,20.00,5,20.00,10,
INE149K01016,SANDUMA,504918,23.48,20.00,5,20.00,10,
INE495C01010,SANGAMIND,514234,20.39,20.00,5,20.00,10,
INE989A01032,SANGHVIMOV,530073,25.77,20.00,5,20.00,10,
INE058A01010,SANOFI,500674,12.50,20.00,5,20.00,10,
INE0UOS01011,SANOFICONR,544250,15.13,20.00,5,20.00,10,
INE953O01021,SANSERA,543358,19.39,20.00,5,20.00,10,
INE08NE01025,SANSTAR,544217,19.86,20.00,5,20.00,10,
INE806T01020,SAPPHIRE,543397,21.39,20.00,5,20.00,10,
INE385C01021,SARDAEN,504614,18.85,20.00,5,20.00,10,
INE979A01025,SAREGAMA,532163,21.13,20.00,5,20.00,10,
INE231F01020,SASKEN,532663,26.09,20.00,5,20.00,10,
INE836B01017,SATIN,539404,18.12,20.00,5,20.00,10,
INE626A01014,SAURASHCEM,502175,23.15,20.00,5,20.00,10,
INE04AK01028,SBC,542725,16.39,20.00,5,20.00,10,
INE386D01027,SBCL,513097,25.52,100.00,1,100.00,10,
INE423Y01016,SBFC,543959,16.07,20.00,5,20.00,10,
INF200KB1712,SBIBPB,544385,12.50,20.00,5,20.00,10,
INE018E01016,SBICARD,543066,14.09,20.00,5,20.00,10,
INF200KA1S22,SBIETFPB,Not listed in BSE,12.50,20.00,5,20.00,10,
INE640G01020,SBIFUNDS,544829,12.50,20.00,5,20.00,10,
INE123W01016,SBILIFE,540719,12.50,20.00,5,20.00,10,
INE062A01020,SBIN,500112,13.02,20.00,5,20.00,10,
INF200K01VT2,SBISENSEX,535276,8.00,20.00,5,20.00,10,
INF200KB1217,SBISILVER,544206,24.70,20.00,5,20.00,10,
INE513A01022,SCHAEFFLER,505790,15.46,20.00,5,20.00,10,
INE839M01018,SCHNEIDER,534139,23.54,20.00,5,20.00,10,
INE109A01011,SCI,523598,22.73,20.00,5,20.00,10,
INE090501011,SCODATUBES,544411,20.73,20.00,5,20.00,10,
INE501Y01019,SCPL,540757,26.19,20.00,5,20.00,10,
INE480C01038,SDBL,507514,25.68,20.00,5,20.00,10,
INE497B01018,SEAMECLTD,526807,19.23,20.00,5,20.00,10,
INE00XB01019,SEDEMAC,544723,15.55,20.00,5,20.00,10,
INE440T01028,SEIL,539921,27.16,20.00,5,20.00,10,
INE155D01018,SELECTRIC,544786,16.61,20.00,5,20.00,10,
INE602W01027,SENCO,543936,21.25,20.00,5,20.00,10,
INE0RB801010,SENORES,544319,20.62,20.00,5,20.00,10,
INF204KA1UN7,SENSEXBEES,538683,8.00,20.00,5,20.00,10,
INF789FB1X58,SENSEXBETA,539312,8.00,20.00,5,20.00,10,
INF346A01034,SENSEXIETF,555555,8.00,20.00,5,20.00,10,
INE964H01014,SEPC,532945,28.32,20.00,5,20.00,10,
INE782X01033,SERVOTECH,210510,26.31,20.00,5,20.00,10,
INE630A01024,SESHAPAPER,502450,16.58,20.00,5,20.00,10,
INF200KA1JT1,SETF10GILT,Not listed in BSE,8.00,20.00,5,20.00,10,
INF200KA16D8,SETFGOLD,590098,14.40,20.00,5,20.00,10,
INF200KA1FS1,SETFNIF50,590138,8.00,20.00,5,20.00,10,
INF200KA1580,SETFNIFBK,590137,12.50,20.00,5,20.00,10,
INF200KA1598,SETFNN50,Not listed in BSE,8.68,20.00,5,20.00,10,
INE0M4D01010,SETL,544333,23.69,20.00,5,20.00,10,
INE916U01025,SFL,540203,18.83,20.00,5,20.00,10,
INE618R01015,SGFIN,539199,21.29,20.00,5,20.00,10,
INE385F01024,SGMART,512329,19.89,20.00,5,20.00,10,
INE12UN01015,SHADOWFAX,544685,17.74,20.00,5,20.00,10,
INE151G01028,SHAILY,501423,25.02,20.00,5,20.00,10,
INE908D01010,SHAKTIPUMP,531431,22.70,20.00,5,20.00,10,
INE597J01018,SHALBY,540797,18.19,20.00,5,20.00,10,
INE274V01019,SHANKARA,540425,25.00,20.00,5,20.00,10,
INE631A01022,SHANTIGEAR,522034,15.65,20.00,5,20.00,10,
INE06ZD01017,SHANTIGOLD,544459,17.78,20.00,5,20.00,10,
INE221J01015,SHARDACROP,538666,25.85,20.00,5,20.00,10,
INE597I01028,SHARDAMOTR,535602,19.69,20.00,5,20.00,10,
INE932X01026,SHAREINDIA,540725,23.11,20.00,5,20.00,10,
INE024F01011,SHILCTECH,531201,25.73,20.00,5,20.00,10,
INE790G01031,SHILPAMED,530549,21.77,20.00,5,20.00,10,
INE220Z01013,SHINDL,519397,17.54,20.00,5,20.00,10,
INE719F01016,SHIVAUM,206521,25.00,20.00,5,20.00,10,
INE500L01026,SHK,539450,23.66,20.00,5,20.00,10,
INE498B01024,SHOPERSTOP,532638,19.04,20.00,5,20.00,10,
INE070A01015,SHREECEM,500387,12.50,20.00,5,20.00,10,
INE1B6101010,SHREEJISPG,544490,17.31,20.00,5,20.00,10,
INE712K01011,SHREEPUSHK,539334,24.62,20.00,5,20.00,10,
INE1B3L01017,SHRINGARMS,544512,16.94,20.00,5,20.00,10,
INE526E01018,SHRIPISTON,544344,19.71,20.00,5,20.00,10,
INE721A01047,SHRIRAMFIN,511218,18.23,20.00,5,20.00,10,
INE217L01019,SHRIRAMPPS,543419,20.22,20.00,5,20.00,10,
INE810G01011,SHYAMMETL,543299,15.62,20.00,5,20.00,10,
INE003A01024,SIEMENS,500550,16.54,20.00,5,20.00,10,
INE0A0S01028,SIGMA,543917,26.68,20.00,5,20.00,10,
INE903U01023,SIGNATURE,543990,18.03,20.00,5,20.00,10,
INE0KGZ01021,SIGNPOST,544117,24.87,20.00,5,20.00,10,
INE438E01032,SIKA,523606,27.33,20.00,5,20.00,10,
INE01II01013,SILGO,205873,21.35,20.00,5,20.00,10,
INF209KB19F6,SILVER,543471,24.65,20.00,5,20.00,10,
INF174KA1ZD3,SILVER1,Not listed in BSE,25.11,20.00,5,20.00,10,
INF740KA1RE3,SILVERADD,543572,24.59,20.00,5,20.00,10,
INF769K01KG6,SILVERAG,543922,24.84,20.00,5,20.00,10,
INF846K011K1,SILVERAXIS,Not listed in BSE,24.45,20.00,5,20.00,10,
INF204KC1402,SILVERBEES,590145,24.49,20.00,5,20.00,10,
INF789F1AYK6,SILVERBETA,543900,24.71,20.00,5,20.00,10,
INF0R8F01091,SILVERCASE,544384,23.79,20.00,5,20.00,10,
INF109KC1Y56,SILVERIETF,543452,23.94,20.00,5,20.00,10,
INE625X01026,SILVERTUC,543525,22.82,20.00,5,20.00,10,
INE059B01024,SIMPLEXINF,523838,25.93,20.00,5,20.00,10,
INE325D01025,SINDHUTRAD,532029,25.79,20.00,5,20.00,10,
INE792Z01011,SIRCA,543686,15.71,20.00,5,20.00,10,
INE285J01028,SIS,540673,15.42,20.00,5,20.00,10,
INE076B01028,SIYSIL,503811,20.71,20.00,5,20.00,10,
INE284S01014,SJS,543387,19.12,20.00,5,20.00,10,
INE002L01015,SJVN,533206,17.75,20.00,5,20.00,10,
INE640A01023,SKFINDIA,500472,12.50,20.00,5,20.00,10,
INE2J8701016,SKFINDUS,544572,14.00,20.00,5,20.00,10,
INE439E01022,SKIPPER,538562,21.87,20.00,5,20.00,10,
INE411D01023,SKMEGGPROD,532143,27.87,20.00,5,20.00,10,
INE01IU01018,SKYGOLD,541967,24.85,20.00,5,20.00,10,
INF769K01LC3,SMALLCAP,544130,9.36,20.00,5,20.00,10,
INE0NAZ01010,SMARTWORKS,544447,15.51,20.00,5,20.00,10,
INE103C01036,SMCGLOBAL,543263,21.34,20.00,5,20.00,10,
INF0R8F01141,SML100CASE,544507,8.00,20.00,5,20.00,10,
INE294B01019,SMLMAH,505192,28.76,20.00,5,20.00,10,
INE812G01025,SMSPHARMA,532815,22.92,20.00,5,20.00,10,
INE734N01019,SNOWMAN,538635,19.60,20.00,5,20.00,10,
INE671H01015,SOBHA,532784,17.64,20.00,5,20.00,10,
INE624Z01016,SOLARA,541540,21.80,20.00,5,20.00,10,
INE343H01029,SOLARINDS,532725,16.88,20.00,5,20.00,10,
INE0TY101024,SOLARWORLD,544532,20.39,20.00,5,20.00,10,
INE880Y01017,SOLEX,203111,21.89,20.00,5,20.00,10,
INE355A01028,SOMANYCERA,531548,18.78,20.00,5,20.00,10,
INE073K01018,SONACOMS,543300,16.78,20.00,5,20.00,10,
INE269A01021,SONATSOFTW,532221,23.58,20.00,5,20.00,10,
INE035D01020,SOTL,524667,23.74,20.00,5,20.00,10,
INE683A01023,SOUTHBANK,532218,19.45,20.00,5,20.00,10,
INE980Y01015,SOUTHWEST,543986,25.40,20.00,5,20.00,10,
INE212I01016,SPAL,540048,25.13,20.00,5,20.00,10,
INE572J01011,SPANDANA,542759,23.31,20.00,5,20.00,10,
INE232I01014,SPARC,532872,26.83,20.00,5,20.00,10,
INE147A01011,SPIC,590030,19.90,20.00,5,20.00,10,
INE285B01017,SPICEJET,500285,26.84,20.00,5,20.00,10,
INE663A01033,SPLPETRO,500405,19.11,20.00,5,20.00,10,
INE937A01023,SPMLINFRA,500402,25.08,20.00,5,20.00,10,
INE885H01029,SPORTKING,539221,24.52,20.00,5,20.00,10,
INE647A01010,SRF,503806,15.75,20.00,5,20.00,10,
INE0R6Z01013,SRM,544158,21.87,20.00,5,20.00,10,
INE802C01033,SSWL,513262,18.68,20.00,5,20.00,10,
INE01A001028,STANLEY,544202,20.47,20.00,5,20.00,10,
INE939A01011,STAR,532531,19.61,20.00,5,20.00,10,
INE460H01021,STARCEMENT,540575,14.41,20.00,5,20.00,10,
INE575P01011,STARHEALTH,543412,13.32,20.00,5,20.00,10,
INE124E01038,STEELCAS,513517,21.48,20.00,5,20.00,10,
INE503B01021,STEELXIND,534748,21.70,20.00,5,20.00,10,
INE00IN01015,STOVEKRAFT,543260,21.46,20.00,5,20.00,10,
INE00Q601028,STUDDS,544599,13.86,20.00,5,20.00,10,
INE04VU01023,STYL,544533,18.97,20.00,5,20.00,10,
INE239C01020,STYLAMIND,526951,18.54,20.00,5,20.00,10,
INE189B01011,STYRENIX,506222,16.90,20.00,5,20.00,10,
INE287B01021,SUBROS,517168,21.82,20.00,5,20.00,10,
INE659A01023,SUDARSCHEM,506655,20.21,20.00,5,20.00,10,
INE0QPI01025,SUDEEPPHRM,544619,18.33,20.00,5,20.00,10,
INE142Q01026,SULA,543711,17.00,20.00,5,20.00,10,
INE258G01013,SUMICHEM,542920,18.89,20.00,5,20.00,10,
INE0Q3R01026,SUNCLAY,544066,19.17,20.00,5,20.00,10,
INE660A01013,SUNDARMFIN,590071,16.86,20.00,5,20.00,10,
INE387A01021,SUNDRMFAST,500403,13.72,20.00,5,20.00,10,
INE209A01019,SUNDROP,500215,16.50,20.00,5,20.00,10,
INE947A01014,SUNFLAG,500404,22.83,20.00,5,20.00,10,
INE044A01036,SUNPHARMA,524715,12.50,20.00,5,20.00,10,
INE805D01034,SUNTECK,512179,20.30,20.00,5,20.00,10,
INE424H01027,SUNTV,532733,16.08,20.00,5,20.00,10,
INE399C01030,SUPRAJIT,532509,16.51,20.00,5,20.00,10,
INE195A01028,SUPREMEIND,509930,15.59,20.00,5,20.00,10,
INE550H01011,SUPREMEINF,532904,25.31,20.00,5,20.00,10,
INE07RO01027,SUPRIYA,543434,24.01,20.00,5,20.00,10,
INE877V01027,SURAKSHA,544293,15.63,20.00,5,20.00,10,
INE335A01020,SURYAROSNI,500336,21.08,20.00,5,20.00,10,
INE428Q01011,SURYODAY,543279,21.08,20.00,5,20.00,10,
INE495B01038,SUVEN,530239,28.63,20.00,5,20.00,10,
INE442P01014,SUYOG,537259,22.43,20.00,5,20.00,10,
INE040H01021,SUZLON,532667,18.89,20.00,5,20.00,10,
INE665A01038,SWANCORP,503310,20.47,20.00,5,20.00,10,
INE277A01016,SWARAJENG,500407,15.09,20.00,5,20.00,10,
INE409B01013,SWELECTES,532051,23.13,20.00,5,20.00,10,
INE00H001014,SWIGGY,544285,19.64,20.00,5,20.00,10,
INE00M201021,SWSOLAR,542760,22.29,20.00,5,20.00,10,
INE225D01027,SYMPHONY,517385,16.69,20.00,5,20.00,10,
INE312C01025,SYNCOMF,524470,20.27,20.00,5,20.00,10,
INE398R01022,SYNGENE,539268,16.43,20.00,5,20.00,10,
INE0DYJ01015,SYRMA,543573,22.08,20.00,5,20.00,10,
INE524T01011,TAALTECH,539956,22.21,20.00,5,20.00,10,
INE586B01026,TAJGVK,532390,19.45,20.00,5,20.00,10,
INE142I01023,TAKE,532890,23.95,20.00,5,20.00,10,
INE187D01029,TALBROAUTO,505160,21.49,20.00,5,20.00,10,
INE639B01023,TANFACIND,506854,23.07,20.00,5,20.00,10,
INE483C01032,TANLA,532790,22.71,20.00,5,20.00,10,
INE0EK901012,TARC,543249,21.24,20.00,5,20.00,10,
INE763I01026,TARIL,532928,27.52,20.00,5,20.00,10,
INE144Z01023,TARSONS,543399,23.40,20.00,5,20.00,10,
INE488B01017,TASTYBITE,519091,18.03,20.00,5,20.00,10,
INE976I01016,TATACAP,544574,12.50,20.00,5,20.00,10,
INE092A01019,TATACHEM,500770,15.37,20.00,5,20.00,10,
INE151A01013,TATACOMM,500483,16.36,20.00,5,20.00,10,
INE192A01025,TATACONSUM,500800,12.91,20.00,5,20.00,10,
INE670A01012,TATAELXSI,500408,16.40,20.00,5,20.00,10,
INF277KA1976,TATAGOLD,590140,14.50,20.00,5,20.00,10,
INE672A01026,TATAINVEST,501301,19.23,20.00,5,20.00,10,
INE245A01021,TATAPOWER,500400,12.93,20.00,5,20.00,10,
INE081A01020,TATASTEEL,500470,14.35,20.00,5,20.00,10,
INE142M01025,TATATECH,544028,16.71,20.00,5,20.00,10,
INF277KA1984,TATSILV,590161,25.19,20.00,5,20.00,10,
INE0GK401011,TATVA,543321,24.80,20.00,5,20.00,10,
INE673O01025,TBOTEK,544174,19.23,20.00,5,20.00,10,
INE760L01018,TBZ,534369,26.80,20.00,5,20.00,10,
INE887D01016,TCC,512038,23.01,20.00,5,20.00,10,
INE688A01022,TCI,532349,15.80,20.00,5,20.00,10,
INE586V01016,TCIEXP,540212,20.22,20.00,5,20.00,10,
INE822C01015,TCPLPACK,523301,19.95,20.00,5,20.00,10,
INE467B01029,TCS,532540,14.57,20.00,5,20.00,10,
INE419M01027,TDPOWERSYS,533553,24.73,20.00,5,20.00,10,
INE985S01024,TEAMLEASE,539658,14.87,20.00,5,20.00,10,
INE669C01036,TECHM,532755,14.76,20.00,5,20.00,10,
INE285K01026,TECHNOE,542141,21.48,20.00,5,20.00,10,
INE011K01018,TEGA,543413,18.01,20.00,5,20.00,10,
INE010J01012,TEJASNET,540595,26.76,20.00,5,20.00,10,
INE869Y01028,TEMBO,200761,22.59,20.00,5,20.00,10,
INE19RI01016,TENNIND,544612,15.11,20.00,5,20.00,10,
INE435C01024,TEXINFRA,505400,17.24,20.00,5,20.00,10,
INE621L01012,TEXRAIL,533326,22.83,20.00,5,20.00,10,
INE305A01023,TFCILTD,526650,24.12,20.00,5,20.00,10,
INE284B01028,TGVSL,507753,18.88,20.00,5,20.00,10,
INE085J01014,THANGAMAYL,533158,28.08,100.00,1,100.00,10,
INE121N01019,THEJO,204968,18.58,20.00,5,20.00,10,
INE0AQ201015,THELEELA,544408,14.16,20.00,5,20.00,10,
INE152A01029,THERMAX,500411,19.14,20.00,5,20.00,10,
INE332A01027,THOMASCOOK,500413,22.37,20.00,5,20.00,10,
INE480M01011,THOMASCOTT,533941,28.11,20.00,5,20.00,10,
INE594H01019,THYROCARE,539871,19.84,20.00,5,20.00,10,
INE133E01013,TI,507205,20.35,20.00,5,20.00,10,
INE545H01011,TIIL,532804,19.77,20.00,5,20.00,10,
INE974X01010,TIINDIA,540762,17.67,20.00,5,20.00,10,
INE508G01029,TIMETECHNO,532856,20.26,20.00,5,20.00,10,
INE064A01026,TIMEX,500414,25.02,20.00,5,20.00,10,
INE325A01013,TIMKEN,522113,15.63,20.00,5,20.00,10,
INE015C01016,TINNARUBR,530475,24.73,20.00,5,20.00,10,
INE0LQS01015,TIPSFILMS,543614,26.41,20.00,5,20.00,10,
INE716B01029,TIPSMUSIC,532375,20.36,20.00,5,20.00,10,
INE338A01024,TIRUMALCHM,500412,22.27,20.00,5,20.00,10,
INE615H01020,TITAGARH,532966,20.25,20.00,5,20.00,10,
INE280A01028,TITAN,500114,12.97,20.00,5,20.00,10,
INE668A01016,TMB,543596,17.62,20.00,5,20.00,10,
INE1TAE01010,TMCV,544569,15.91,20.00,5,20.00,10,
INE155A01022,TMPV,500570,16.12,20.00,5,20.00,10,
INE148A01019,TNPETRO,500777,17.22,20.00,5,20.00,10,
INE107A01015,TNPL,531426,16.24,20.00,5,20.00,10,
INF0R8F01067,TOP100CASE,544194,8.00,20.00,5,20.00,10,
INF740KA1UR9,TOP10ADD,544247,12.50,20.00,5,20.00,10,
INE685A01028,TORNTPHARM,500420,12.50,20.00,5,20.00,10,
INE813H01021,TORNTPOWER,532779,17.07,20.00,5,20.00,10,
INE413G01022,TPLPLASTEH,526582,23.23,20.00,5,20.00,10,
INE454P01035,TRANSRAILL,544317,19.26,20.00,5,20.00,10,
INE103V01028,TRAVELFOOD,544443,14.68,20.00,5,20.00,10,
INE849A01020,TRENT,500251,18.51,20.00,5,20.00,10,
INE391D01019,TRF,505854,21.63,20.00,5,20.00,10,
INE064C01022,TRIDENT,521064,16.46,20.00,5,20.00,10,
INE152M01016,TRITURBINE,533655,20.78,20.00,5,20.00,10,
INE256C01024,TRIVENI,Not listed in BSE,19.20,20.00,5,20.00,10,
INE0MWH01014,TRUALT,544545,16.87,20.00,5,20.00,10,
INE202Z01029,TSFINV,200995,21.65,20.00,5,20.00,10,
INE910C01018,TTKHLTCARE,507747,15.39,20.00,5,20.00,10,
INE690A01028,TTKPRESTIG,517506,17.43,20.00,5,20.00,10,
INE517B01013,TTML,532371,21.11,20.00,5,20.00,10,
INE0OC301013,TURTLEMINT,544799,12.50,20.00,5,20.00,10,
INE236G01019,TVSELECT,532513,25.81,20.00,5,20.00,10,
INE105A01035,TVSHLTD,520056,16.25,20.00,5,20.00,10,
INE494B01023,TVSMOTOR,532343,14.95,20.00,5,20.00,10,
INE395N01027,TVSSCS,543965,19.62,20.00,5,20.00,10,
INE421C01016,TVSSRICHAK,509243,17.98,20.00,5,20.00,10,
INE686F01025,UBL,532478,12.50,20.00,5,20.00,10,
INE691A01018,UCOBANK,532505,16.81,20.00,5,20.00,10,
INE851I01011,UDS,543996,20.78,20.00,5,20.00,10,
INE899L01030,UEL,533644,34.77,20.00,5,20.00,10,
INE516A01017,UFLEX,500148,18.08,20.00,5,20.00,10,
INE583D01011,UGROCAP,511742,20.44,20.00,5,20.00,10,
INE551W01018,UJJIVANSFB,542904,19.24,20.00,5,20.00,10,
INE481G01011,ULTRACEMCO,532538,12.73,20.00,5,20.00,10,
INE405A01021,ULTRAMAR,506685,17.91,20.00,5,20.00,10,
